"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-6",""
"Title","2PropCIMC1-6",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.75 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.35 of this second group dies as a result. 312 beetles are in the first test-pesticide group and 275 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(0.84, 0.98)"
"Option","0","(0.11, 0.87)"
"Option","100","(0.33, 0.47)"
"Option","0","(0.06, 0.68)"
"Option","0","(0.05, 0.68)"
"Hint","You'll need to calculate a confidence interval for the difference between 2 independent proportions. Pick the closest answer.",""
"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-7",""
"Title","2PropCIMC1-7",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.69 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.35 of this second group dies as a result. 376 beetles are in the first test-pesticide group and 139 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(0.08, 0.6)"
"Option","0","(0.86, 0.89)"
"Option","100","(0.25, 0.43)"
"Option","0","(0.59, 0.92)"
"Option","0","(0.87, 0.97)"
"Hint","You'll need to calculate a confidence interval for the difference between 2 independent proportions. Pick the closest answer.",""
"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-8",""
"Title","2PropCIMC1-8",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.73 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.48 of this second group dies as a result. 160 beetles are in the first test-pesticide group and 206 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(0.06, 0.78)"
"Option","0","(0.03, 0.7)"
"Option","0","(0.1, 0.54)"
"Option","0","(0.42, 0.64)"
"Option","100","(0.15, 0.35)"
"Hint","You'll need to calculate a confidence interval for the difference between 2 independent proportions. Pick the closest answer.",""
"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-9",""
"Title","2PropCIMC1-9",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.71 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.46 of this second group dies as a result. 202 beetles are in the first test-pesticide group and 102 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(0.77, 0.78)"
"Option","0","(0.84, 1.01)"
"Option","0","(-0.01, 0.78)"
"Option","100","(0.13, 0.37)"
"Option","0","(0.55, 0.67)"
"Hint","You'll need to calculate a confidence interval for the difference between 2 independent proportions. Pick the closest answer.",""
"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-10",""
"Title","2PropCIMC1-10",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.76 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.43 of this second group dies as a result. 293 beetles are in the first test-pesticide group and 298 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(0.62, 0.63)"
"Option","0","(0.52, 0.66)"
"Option","0","(0.02, 0.82)"
"Option","0","(0.15, 0.58)"
"Option","100","(0.26, 0.4)"
"Hint","You'll need to calculate a confidence interval for the difference between 2 independent proportions. Pick the closest answer.",""
"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-11",""
"Title","2PropCIMC1-11",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.72 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.52 of this second group dies as a result. 274 beetles are in the first test-pesticide group and 186 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(0.58, 0.64)"
"Option","100","(0.11, 0.29)"
"Option","0","(0.06, 0.83)"
"Option","0","(0.47, 0.56)"
"Option","0","(0.03, 0.52)"
"Hint","You'll need to calculate a confidence interval for the difference between 2 independent proportions. Pick the closest answer.",""
"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-12",""
"Title","2PropCIMC1-12",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.76 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.43 of this second group dies as a result. 222 beetles are in the first test-pesticide group and 165 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(0.08, 0.12)"
"Option","100","(0.24, 0.42)"
"Option","0","(0.09, 0.77)"
"Option","0","(-0.01, 0.92)"
"Option","0","(0.52, 0.63)"
"Hint","You'll need to calculate a confidence interval for the difference between 2 independent proportions. Pick the closest answer.",""
"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-13",""
"Title","2PropCIMC1-13",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.7 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.47 of this second group dies as a result. 284 beetles are in the first test-pesticide group and 309 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(-0.01, 0.51)"
"Option","0","(0.03, 0.37)"
"Option","100","(0.15, 0.31)"
"Option","0","(0.02, 0.38)"
"Option","0","(0.64, 0.84)"
"Hint","You'll need to calculate a confidence interval for the difference between 2 independent proportions. Pick the closest answer.",""
"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-14",""
"Title","2PropCIMC1-14",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.74 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.5 of this second group dies as a result. 264 beetles are in the first test-pesticide group and 124 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(0.79, 0.88)"
"Option","0","(0.81, 0.82)"
"Option","0","(0.44, 0.58)"
"Option","0","(0.61, 0.69)"
"Option","100","(0.14, 0.34)"
"Hint","You'll need to calculate a confidence interval for the difference between 2 independent proportions. Pick the closest answer.",""
"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-15",""
"Title","2PropCIMC1-15",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.7 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.46 of this second group dies as a result. 271 beetles are in the first test-pesticide group and 202 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
"Points","4",""
"Difficulty","1",""
"Option","100","(0.15, 0.33)"
"Option","0","(0.56, 0.98)"
"Option","0","(0.08, 0.4)"
"Option","0","(0.86, 0.89)"
"Option","0","(0.5, 0.84)"
"Hint","You'll need to calculate a confidence interval for the difference between 2 independent proportions. Pick the closest answer.",""
"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-16",""
"Title","2PropCIMC1-16",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.8 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.46 of this second group dies as a result. 262 beetles are in the first test-pesticide group and 257 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(0.12, 0.14)"
"Option","0","(0.55, 0.91)"
"Option","0","(0.13, 0.93)"
"Option","0","(0.62, 0.81)"
"Option","100","(0.26, 0.42)"
"Hint","You'll need to calculate a confidence interval for the difference between 2 independent proportions. Pick the closest answer.",""
"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-17",""
"Title","2PropCIMC1-17",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.75 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.32 of this second group dies as a result. 206 beetles are in the first test-pesticide group and 291 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(0.11, 0.6)"
"Option","0","(0.57, 0.82)"
"Option","100","(0.35, 0.51)"
"Option","0","(0.14, 0.63)"
"Option","0","(0.09, 0.91)"
"Hint","You'll need to calculate a confidence interval for the difference between 2 independent proportions. Pick the closest answer.",""
"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-18",""
"Title","2PropCIMC1-18",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.8 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.35 of this second group dies as a result. 109 beetles are in the first test-pesticide group and 364 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(0.15, 0.3)"
"Option","0","(0.2, 0.82)"
"Option","0","(0.86, 0.93)"
"Option","100","(0.36, 0.54)"
"Option","0","(0.26, 0.29)"
"Hint","You'll need to calculate a confidence interval for the difference between 2 independent proportions. Pick the closest answer.",""
"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-19",""
"Title","2PropCIMC1-19",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.65 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.5 of this second group dies as a result. 250 beetles are in the first test-pesticide group and 150 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(0.51, 0.57)"
"Option","0","(0.4, 0.79)"
"Option","0","(0.61, 0.76)"
"Option","0","(0.37, 0.84)"
"Option","100","(0.05, 0.25)"
"Hint","You'll need to calculate a confidence interval for the difference between 2 independent proportions. Pick the closest answer.",""
"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-20",""
"Title","2PropCIMC1-20",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.79 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.49 of this second group dies as a result. 376 beetles are in the first test-pesticide group and 377 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(0.51, 0.71)"
"Option","0","(0.8, 0.97)"
"Option","100","(0.23, 0.37)"
"Option","0","(0.01, 0.46)"
"Option","0","(0.12, 0.97)"
"Hint","You'll need to calculate a confidence interval for the difference between 2 independent proportions. Pick the closest answer.",""
"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-21",""
"Title","2PropCIMC1-21",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.74 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.38 of this second group dies as a result. 266 beetles are in the first test-pesticide group and 145 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(0.79, 0.86)"
"Option","0","(0.67, 0.91)"
"Option","0","(0.82, 0.99)"
"Option","0","(0.5, 1)"
"Option","100","(0.27, 0.45)"
"Hint","You'll need to calculate a confidence interval for the difference between 2 independent proportions. Pick the closest answer.",""
"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-22",""
"Title","2PropCIMC1-22",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.79 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.48 of this second group dies as a result. 382 beetles are in the first test-pesticide group and 367 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(-0.01, 0.76)"
"Option","0","(0.16, 0.79)"
"Option","100","(0.24, 0.38)"
"Option","0","(0.76, 0.77)"
"Option","0","(0.62, 0.84)"
"Hint","You'll need to calculate a confidence interval for the difference between 2 independent proportions. Pick the closest answer.",""
"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-23",""
"Title","2PropCIMC1-23",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.71 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.36 of this second group dies as a result. 296 beetles are in the first test-pesticide group and 242 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(0.16, 0.71)"
"Option","100","(0.27, 0.43)"
"Option","0","(0, 0.63)"
"Option","0","(0.73, 0.99)"
"Option","0","(0.05, 0.1)"
"Hint","You'll need to calculate a confidence interval for the difference between 2 independent proportions. Pick the closest answer.",""
"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-24",""
"Title","2PropCIMC1-24",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.76 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.55 of this second group dies as a result. 117 beetles are in the first test-pesticide group and 348 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(0.48, 0.6)"
"Option","0","(0, 0.68)"
"Option","0","(0.46, 0.49)"
"Option","0","(0.81, 0.94)"
"Option","100","(0.12, 0.3)"
"Hint","You'll need to calculate a confidence interval for the difference between 2 independent proportions. Pick the closest answer.",""
"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-25",""
"Title","2PropCIMC1-25",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.78 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.49 of this second group dies as a result. 110 beetles are in the first test-pesticide group and 296 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(0.54, 0.62)"
"Option","0","(0.07, 0.09)"
"Option","100","(0.19, 0.39)"
"Option","0","(0, 0.71)"
"Option","0","(0.99, 1)"
"Hint","You'll need to calculate a confidence interval for the difference between 2 independent proportions. Pick the closest answer.",""
"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-26",""
"Title","2PropCIMC1-26",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.73 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.48 of this second group dies as a result. 180 beetles are in the first test-pesticide group and 194 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(0.57, 0.99)"
"Option","0","(0.47, 0.92)"
"Option","0","(0.07, 0.74)"
"Option","100","(0.15, 0.35)"
"Option","0","(0.54, 0.79)"
"Hint","You'll need to calculate a confidence interval for the difference between 2 independent proportions. Pick the closest answer.",""
"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-27",""
"Title","2PropCIMC1-27",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.8 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.54 of this second group dies as a result. 260 beetles are in the first test-pesticide group and 253 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(0.13, 0.63)"
"Option","0","(0.62, 0.93)"
"Option","0","(0.7, 0.85)"
"Option","100","(0.18, 0.34)"
"Option","0","(0.42, 0.5)"
"Hint","You'll need to calculate a confidence interval for the difference between 2 independent proportions. Pick the closest answer.",""
"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-28",""
"Title","2PropCIMC1-28",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.71 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.32 of this second group dies as a result. 257 beetles are in the first test-pesticide group and 287 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(0.74, 0.95)"
"Option","0","(0.88, 0.93)"
"Option","0","(0.62, 0.94)"
"Option","100","(0.31, 0.47)"
"Option","0","(0.79, 0.9)"
"Hint","You'll need to calculate a confidence interval for the difference between 2 independent proportions. Pick the closest answer.",""
"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-29",""
"Title","2PropCIMC1-29",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.69 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.53 of this second group dies as a result. 169 beetles are in the first test-pesticide group and 219 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
"Points","4",""
"Difficulty","1",""
"Option","0","(0.4, 0.99)"
"Option","100","(0.06, 0.26)"
"Option","0","(0.66, 0.87)"
"Option","0","(0.5, 0.6)"
"Option","0","(0.61, 0.99)"
"Hint","You'll need to calculate a confidence interval for the difference between 2 independent proportions. Pick the closest answer.",""
"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-30",""
"Title","2PropCIMC1-30",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.73 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.47 of this second group dies as a result. 283 beetles are in the first test-pesticide group and 100 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
"Points","4",""
"Difficulty","1",""
"Option","100","(0.15, 0.37)"
"Option","0","(0.08, 0.92)"
"Option","0","(0.46, 0.68)"
"Option","0","(0.48, 0.67)"
"Option","0","(0.47, 0.84)"
"Hint","You'll need to calculate a confidence interval for the difference between 2 independent proportions. Pick the closest answer.",""
"Feedback","Did you use phat1 - phat2 - 1.96*sqrt(phat1*qhat1/n1 + phat2*qhat2/n2), and phat1 - phat2 + 1.96*sqrt(phat*qhat/n1 + phat2*qhat2/n2)?",""
"NewQuestion","MC",""
"ID","2PropCIMC1-31",""
"Title","2PropCIMC1-31",""
"QuestionText","A new pesticide is tested on a group of crop-destroying beetles. The sample data shows that 0.79 of this first group dies as a result. A second group of beetles is dosed with a standard pesticide, and 0.53 of this second group dies as a result. 239 beetles are in the first test-pesticide group and 345 beetles are in the second standard-pesticide group. What is the 95% CI for the difference between proportions in the test group vs. the standard group?",""
