"NewQuestion","MC",""
"ID","BinomDistMC2-6",""
"Title","BinomDistMC2-6",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 3 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers greater than 4 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.807"
"Option","100","0.018"
"Option","0","0.863"
"Option","0","0.741"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-7",""
"Title","BinomDistMC2-7",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 6 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers 4 or more questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.067"
"Option","0","0.517"
"Option","0","0.438"
"Option","100","0.009"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-8",""
"Title","BinomDistMC2-8",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 4 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers greater than 4 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.408"
"Option","0","0.984"
"Option","100","0.005"
"Option","0","0.118"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-9",""
"Title","BinomDistMC2-9",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 4 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers 4 or more questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.777"
"Option","0","0.126"
"Option","100","0.038"
"Option","0","0.293"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-10",""
"Title","BinomDistMC2-10",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 6 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers 4 or more questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.866"
"Option","0","0.579"
"Option","0","0.063"
"Option","100","0.009"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-11",""
"Title","BinomDistMC2-11",""
"QuestionText","A student must answer 7 multiple choice questions for a test, but the student did not study well. There are 5 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers 3 or more questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.89"
"Option","0","0.396"
"Option","100","0.148"
"Option","0","0.654"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-12",""
"Title","BinomDistMC2-12",""
"QuestionText","A student must answer 7 multiple choice questions for a test, but the student did not study well. There are 6 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers 3 or more questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.905"
"Option","100","0.096"
"Option","0","0.624"
"Option","0","0.689"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-13",""
"Title","BinomDistMC2-13",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 5 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers greater than 3 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.639"
"Option","100","0.017"
"Option","0","0.602"
"Option","0","0.83"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-14",""
"Title","BinomDistMC2-14",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 6 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers 3 or more questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","100","0.062"
"Option","0","0.406"
"Option","0","0.242"
"Option","0","0.614"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-15",""
"Title","BinomDistMC2-15",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 4 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers greater than 4 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.887"
"Option","0","0.924"
"Option","0","0.598"
"Option","100","0.005"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-16",""
"Title","BinomDistMC2-16",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 4 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers greater than 4 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.762"
"Option","0","0.824"
"Option","100","0.005"
"Option","0","0.29"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-17",""
"Title","BinomDistMC2-17",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 5 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers greater than 4 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.33"
"Option","0","0.434"
"Option","0","0.833"
"Option","100","0.002"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-18",""
"Title","BinomDistMC2-18",""
"QuestionText","A student must answer 7 multiple choice questions for a test, but the student did not study well. There are 6 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers greater than 4 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.643"
"Option","100","0.002"
"Option","0","0.735"
"Option","0","0.925"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-19",""
"Title","BinomDistMC2-19",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 5 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers greater than 4 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.866"
"Option","100","0.002"
"Option","0","0.856"
"Option","0","0.56"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-20",""
"Title","BinomDistMC2-20",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 5 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers greater than 4 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.175"
"Option","100","0.002"
"Option","0","0.806"
"Option","0","0.942"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-21",""
"Title","BinomDistMC2-21",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 3 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers greater than 4 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.289"
"Option","100","0.018"
"Option","0","0.272"
"Option","0","0.586"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-22",""
"Title","BinomDistMC2-22",""
"QuestionText","A student must answer 7 multiple choice questions for a test, but the student did not study well. There are 5 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers 3 or more questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","100","0.148"
"Option","0","0.46"
"Option","0","0.816"
"Option","0","0.914"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-23",""
"Title","BinomDistMC2-23",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 3 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers greater than 4 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.084"
"Option","100","0.018"
"Option","0","0.208"
"Option","0","0.355"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-24",""
"Title","BinomDistMC2-24",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 6 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers 3 or more questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.488"
"Option","0","0.364"
"Option","0","0.999"
"Option","100","0.062"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-25",""
"Title","BinomDistMC2-25",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 3 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers greater than 3 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.937"
"Option","100","0.1"
"Option","0","0.808"
"Option","0","0.006"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-26",""
"Title","BinomDistMC2-26",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 5 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers greater than 3 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.441"
"Option","0","0.548"
"Option","100","0.017"
"Option","0","0.32"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-27",""
"Title","BinomDistMC2-27",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 3 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers 4 or more questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.211"
"Option","0","0.318"
"Option","100","0.1"
"Option","0","0.665"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-28",""
"Title","BinomDistMC2-28",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 6 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers 4 or more questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","100","0.009"
"Option","0","0.792"
"Option","0","0.098"
"Option","0","0.49"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-29",""
"Title","BinomDistMC2-29",""
"QuestionText","A student must answer 7 multiple choice questions for a test, but the student did not study well. There are 3 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers greater than 3 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","100","0.173"
"Option","0","0.524"
"Option","0","0.508"
"Option","0","0.817"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-30",""
"Title","BinomDistMC2-30",""
"QuestionText","A student must answer 7 multiple choice questions for a test, but the student did not study well. There are 6 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers greater than 3 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.761"
"Option","0","0.746"
"Option","0","0.262"
"Option","100","0.018"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-31",""
"Title","BinomDistMC2-31",""
"QuestionText","A student must answer 7 multiple choice questions for a test, but the student did not study well. There are 6 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers 3 or more questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.76"
"Option","0","0.374"
"Option","0","0.718"
"Option","100","0.096"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-32",""
"Title","BinomDistMC2-32",""
"QuestionText","A student must answer 7 multiple choice questions for a test, but the student did not study well. There are 5 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers greater than 3 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.206"
"Option","0","0.431"
"Option","100","0.033"
"Option","0","0.983"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-33",""
"Title","BinomDistMC2-33",""
"QuestionText","A student must answer 7 multiple choice questions for a test, but the student did not study well. There are 4 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers greater than 3 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.804"
"Option","0","0.204"
"Option","100","0.071"
"Option","0","0.962"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-34",""
"Title","BinomDistMC2-34",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 4 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers greater than 3 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.656"
"Option","0","0.229"
"Option","100","0.038"
"Option","0","0.443"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-35",""
"Title","BinomDistMC2-35",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 4 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers 4 or more questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.273"
"Option","0","0.901"
"Option","100","0.038"
"Option","0","0.972"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-36",""
"Title","BinomDistMC2-36",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 6 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers greater than 4 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","100","0.001"
"Option","0","0.896"
"Option","0","0.442"
"Option","0","0.813"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-37",""
"Title","BinomDistMC2-37",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 6 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers 3 or more questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.594"
"Option","100","0.062"
"Option","0","0.983"
"Option","0","0.792"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-38",""
"Title","BinomDistMC2-38",""
"QuestionText","A student must answer 7 multiple choice questions for a test, but the student did not study well. There are 3 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers 3 or more questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.894"
"Option","0","0.808"
"Option","0","0.751"
"Option","100","0.429"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-39",""
"Title","BinomDistMC2-39",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 5 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers greater than 3 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","100","0.017"
"Option","0","0.25"
"Option","0","0.803"
"Option","0","0.878"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-40",""
"Title","BinomDistMC2-40",""
"QuestionText","A student must answer 7 multiple choice questions for a test, but the student did not study well. There are 5 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers greater than 3 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.904"
"Option","0","0.123"
"Option","0","0.445"
"Option","100","0.033"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-41",""
"Title","BinomDistMC2-41",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 4 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers 4 or more questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.899"
"Option","0","0.152"
"Option","100","0.038"
"Option","0","0.219"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-42",""
"Title","BinomDistMC2-42",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 3 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers greater than 4 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.47"
"Option","0","0.204"
"Option","100","0.018"
"Option","0","0.742"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-43",""
"Title","BinomDistMC2-43",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 6 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers greater than 4 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.064"
"Option","100","0.001"
"Option","0","0.427"
"Option","0","0.593"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-44",""
"Title","BinomDistMC2-44",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 5 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers greater than 4 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.374"
"Option","0","0.271"
"Option","100","0.002"
"Option","0","0.737"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-45",""
"Title","BinomDistMC2-45",""
"QuestionText","A student must answer 6 multiple choice questions for a test, but the student did not study well. There are 5 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers 4 or more questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.652"
"Option","0","0.76"
"Option","100","0.017"
"Option","0","0.338"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-46",""
"Title","BinomDistMC2-46",""
"QuestionText","A student must answer 7 multiple choice questions for a test, but the student did not study well. There are 4 answers per question but only one is correct. If the student randomly guesses on each question, what is the probability that the student answers greater than 3 questions correctly?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.757"
"Option","0","0.345"
"Option","100","0.071"
"Option","0","0.451"
"Hint","First, you need to find the number of successes, the number of trials, and infer the probability p from the context of this question. Apply the correct formula and round and select the closest answer.",""
"Feedback","1: Find successes x. 2: Find trials n. 3: Infer p. 4: Apply exact binomial formula.",""
"NewQuestion","MC",""
"ID","BinomDistMC2-47",""
