"Difficulty","1",""
"Option","0","0.23"
"Option","0","0.54"
"Option","0","0.28"
"Option","0","0.05"
"Option","100","0.49"
"Hint","You'll need to correctly distinguish between sample and population when calculating Z for this question. Pick the closest answer.",""
"Feedback","Z = (xbar - mu)/(s/sqrt(n)). The probability can be found directly from the Z table.",""
"NewQuestion","MC",""
"ID","MeanDistMC1-20",""
"Title","MeanDistMC1-20",""
"QuestionText","A student conducts a survey for her class project. She asks 7 other students a series of questions about their study habits. She knows from previous research that all students study an average of 2.7 hours per day with a standard deviation of 2.93. If students in her own sample study an average of 3.7 hours per day, then what is the probability of observing this sample mean or less?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.95"
"Option","0","0.31"
"Option","0","0.59"
"Option","0","0.99"
"Option","100","0.82"
"Hint","You'll need to correctly distinguish between sample and population when calculating Z for this question. Pick the closest answer.",""
"Feedback","Z = (xbar - mu)/(s/sqrt(n)). The probability can be found directly from the Z table.",""
"NewQuestion","MC",""
"ID","MeanDistMC1-21",""
"Title","MeanDistMC1-21",""
"QuestionText","A student conducts a survey for her class project. She asks 7 other students a series of questions about their study habits. She knows from previous research that all students study an average of 2.84 hours per day with a standard deviation of 2.48. If students in her own sample study an average of 2.05 hours per day, then what is the probability of observing this sample mean or less?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.96"
"Option","100","0.2"
"Option","0","0.12"
"Option","0","0.97"
"Option","0","1.01"
"Hint","You'll need to correctly distinguish between sample and population when calculating Z for this question. Pick the closest answer.",""
"Feedback","Z = (xbar - mu)/(s/sqrt(n)). The probability can be found directly from the Z table.",""
"NewQuestion","MC",""
"ID","MeanDistMC1-22",""
"Title","MeanDistMC1-22",""
"QuestionText","A student conducts a survey for her class project. She asks 5 other students a series of questions about their study habits. She knows from previous research that all students study an average of 2.62 hours per day with a standard deviation of 2.31. If students in her own sample study an average of 2.33 hours per day, then what is the probability of observing this sample mean or less?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.03"
"Option","0","0.79"
"Option","0","0.86"
"Option","0","0.58"
"Option","100","0.39"
"Hint","You'll need to correctly distinguish between sample and population when calculating Z for this question. Pick the closest answer.",""
"Feedback","Z = (xbar - mu)/(s/sqrt(n)). The probability can be found directly from the Z table.",""
"NewQuestion","MC",""
"ID","MeanDistMC1-23",""
"Title","MeanDistMC1-23",""
"QuestionText","A student conducts a survey for her class project. She asks 8 other students a series of questions about their study habits. She knows from previous research that all students study an average of 3.66 hours per day with a standard deviation of 2.81. If students in her own sample study an average of 3.48 hours per day, then what is the probability of observing this sample mean or less?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.86"
"Option","0","0.78"
"Option","0","0.36"
"Option","0","0.85"
"Option","100","0.43"
"Hint","You'll need to correctly distinguish between sample and population when calculating Z for this question. Pick the closest answer.",""
"Feedback","Z = (xbar - mu)/(s/sqrt(n)). The probability can be found directly from the Z table.",""
"NewQuestion","MC",""
"ID","MeanDistMC1-24",""
"Title","MeanDistMC1-24",""
"QuestionText","A student conducts a survey for her class project. She asks 6 other students a series of questions about their study habits. She knows from previous research that all students study an average of 3.37 hours per day with a standard deviation of 1.84. If students in her own sample study an average of 2.87 hours per day, then what is the probability of observing this sample mean or less?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.72"
"Option","0","0.6"
"Option","100","0.25"
"Option","0","0.35"
"Option","0","0.68"
"Hint","You'll need to correctly distinguish between sample and population when calculating Z for this question. Pick the closest answer.",""
"Feedback","Z = (xbar - mu)/(s/sqrt(n)). The probability can be found directly from the Z table.",""
"NewQuestion","MC",""
"ID","MeanDistMC1-25",""
"Title","MeanDistMC1-25",""
"QuestionText","A student conducts a survey for her class project. She asks 8 other students a series of questions about their study habits. She knows from previous research that all students study an average of 3.64 hours per day with a standard deviation of 2.21. If students in her own sample study an average of 3.25 hours per day, then what is the probability of observing this sample mean or less?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.73"
"Option","0","0.59"
"Option","0","0.36"
"Option","0","0.56"
"Option","100","0.31"
"Hint","You'll need to correctly distinguish between sample and population when calculating Z for this question. Pick the closest answer.",""
"Feedback","Z = (xbar - mu)/(s/sqrt(n)). The probability can be found directly from the Z table.",""
"NewQuestion","MC",""
"ID","MeanDistMC1-26",""
"Title","MeanDistMC1-26",""
"QuestionText","A student conducts a survey for her class project. She asks 5 other students a series of questions about their study habits. She knows from previous research that all students study an average of 3.72 hours per day with a standard deviation of 2.01. If students in her own sample study an average of 2.22 hours per day, then what is the probability of observing this sample mean or less?",""
"Points","4",""
"Difficulty","1",""
"Option","100","0.05"
"Option","0","0.17"
"Option","0","0.23"
"Option","0","0.12"
"Option","0","0.53"
"Hint","You'll need to correctly distinguish between sample and population when calculating Z for this question. Pick the closest answer.",""
"Feedback","Z = (xbar - mu)/(s/sqrt(n)). The probability can be found directly from the Z table.",""
"NewQuestion","MC",""
"ID","MeanDistMC1-27",""
"Title","MeanDistMC1-27",""
"QuestionText","A student conducts a survey for her class project. She asks 8 other students a series of questions about their study habits. She knows from previous research that all students study an average of 2.44 hours per day with a standard deviation of 2.51. If students in her own sample study an average of 2.27 hours per day, then what is the probability of observing this sample mean or less?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.13"
"Option","0","0.15"
"Option","0","0.67"
"Option","100","0.42"
"Option","0","0.89"
"Hint","You'll need to correctly distinguish between sample and population when calculating Z for this question. Pick the closest answer.",""
"Feedback","Z = (xbar - mu)/(s/sqrt(n)). The probability can be found directly from the Z table.",""
"NewQuestion","MC",""
"ID","MeanDistMC1-28",""
"Title","MeanDistMC1-28",""
"QuestionText","A student conducts a survey for her class project. She asks 5 other students a series of questions about their study habits. She knows from previous research that all students study an average of 3.09 hours per day with a standard deviation of 1.89. If students in her own sample study an average of 3.66 hours per day, then what is the probability of observing this sample mean or less?",""
"Points","4",""
"Difficulty","1",""
"Option","100","0.75"
"Option","0","0.41"
"Option","0","0.18"
"Option","0","0.97"
"Option","0","0.09"
"Hint","You'll need to correctly distinguish between sample and population when calculating Z for this question. Pick the closest answer.",""
"Feedback","Z = (xbar - mu)/(s/sqrt(n)). The probability can be found directly from the Z table.",""
"NewQuestion","MC",""
"ID","MeanDistMC1-29",""
"Title","MeanDistMC1-29",""
"QuestionText","A student conducts a survey for her class project. She asks 6 other students a series of questions about their study habits. She knows from previous research that all students study an average of 2.97 hours per day with a standard deviation of 2.99. If students in her own sample study an average of 3.09 hours per day, then what is the probability of observing this sample mean or less?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.23"
"Option","0","0.63"
"Option","0","0.76"
"Option","100","0.54"
"Option","0","0.27"
"Hint","You'll need to correctly distinguish between sample and population when calculating Z for this question. Pick the closest answer.",""
"Feedback","Z = (xbar - mu)/(s/sqrt(n)). The probability can be found directly from the Z table.",""
"NewQuestion","MC",""
"ID","MeanDistMC1-30",""
"Title","MeanDistMC1-30",""
"QuestionText","A student conducts a survey for her class project. She asks 6 other students a series of questions about their study habits. She knows from previous research that all students study an average of 2.25 hours per day with a standard deviation of 2.99. If students in her own sample study an average of 3.1 hours per day, then what is the probability of observing this sample mean or less?",""
"Points","4",""
"Difficulty","1",""
"Option","100","0.76"
"Option","0","0.52"
"Option","0","0.91"
"Option","0","0.09"
"Option","0","0"
"Hint","You'll need to correctly distinguish between sample and population when calculating Z for this question. Pick the closest answer.",""
"Feedback","Z = (xbar - mu)/(s/sqrt(n)). The probability can be found directly from the Z table.",""
"NewQuestion","MC",""
"ID","MeanDistMC1-31",""
"Title","MeanDistMC1-31",""
"QuestionText","A student conducts a survey for her class project. She asks 5 other students a series of questions about their study habits. She knows from previous research that all students study an average of 3.05 hours per day with a standard deviation of 2.57. If students in her own sample study an average of 3.25 hours per day, then what is the probability of observing this sample mean or less?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.29"
"Option","100","0.57"
"Option","0","0.92"
"Option","0","0.17"
"Option","0","0.64"
"Hint","You'll need to correctly distinguish between sample and population when calculating Z for this question. Pick the closest answer.",""
"Feedback","Z = (xbar - mu)/(s/sqrt(n)). The probability can be found directly from the Z table.",""
"NewQuestion","MC",""
"ID","MeanDistMC1-32",""
"Title","MeanDistMC1-32",""
"QuestionText","A student conducts a survey for her class project. She asks 6 other students a series of questions about their study habits. She knows from previous research that all students study an average of 2.34 hours per day with a standard deviation of 2.12. If students in her own sample study an average of 2.51 hours per day, then what is the probability of observing this sample mean or less?",""
"Points","4",""
"Difficulty","1",""
"Option","100","0.58"
"Option","0","0.24"
"Option","0","0.77"
"Option","0","0.44"
"Option","0","0.68"
"Hint","You'll need to correctly distinguish between sample and population when calculating Z for this question. Pick the closest answer.",""
"Feedback","Z = (xbar - mu)/(s/sqrt(n)). The probability can be found directly from the Z table.",""
"NewQuestion","MC",""
"ID","MeanDistMC1-33",""
"Title","MeanDistMC1-33",""
"QuestionText","A student conducts a survey for her class project. She asks 7 other students a series of questions about their study habits. She knows from previous research that all students study an average of 3.22 hours per day with a standard deviation of 2.49. If students in her own sample study an average of 3.76 hours per day, then what is the probability of observing this sample mean or less?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.37"
"Option","100","0.72"
"Option","0","0.59"
"Option","0","0.47"
"Option","0","0.27"
"Hint","You'll need to correctly distinguish between sample and population when calculating Z for this question. Pick the closest answer.",""
"Feedback","Z = (xbar - mu)/(s/sqrt(n)). The probability can be found directly from the Z table.",""
"NewQuestion","MC",""
"ID","MeanDistMC1-34",""
"Title","MeanDistMC1-34",""
"QuestionText","A student conducts a survey for her class project. She asks 6 other students a series of questions about their study habits. She knows from previous research that all students study an average of 2.04 hours per day with a standard deviation of 2.99. If students in her own sample study an average of 2.09 hours per day, then what is the probability of observing this sample mean or less?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.99"
"Option","0","0.05"
"Option","100","0.52"
"Option","0","0.06"
"Option","0","0.88"
"Hint","You'll need to correctly distinguish between sample and population when calculating Z for this question. Pick the closest answer.",""
"Feedback","Z = (xbar - mu)/(s/sqrt(n)). The probability can be found directly from the Z table.",""
"NewQuestion","MC",""
"ID","MeanDistMC1-35",""
"Title","MeanDistMC1-35",""
"QuestionText","A student conducts a survey for her class project. She asks 8 other students a series of questions about their study habits. She knows from previous research that all students study an average of 2.99 hours per day with a standard deviation of 1.91. If students in her own sample study an average of 3.38 hours per day, then what is the probability of observing this sample mean or less?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.93"
"Option","0","0.13"
"Option","100","0.72"
"Option","0","0.03"
"Option","0","0.99"
"Hint","You'll need to correctly distinguish between sample and population when calculating Z for this question. Pick the closest answer.",""
"Feedback","Z = (xbar - mu)/(s/sqrt(n)). The probability can be found directly from the Z table.",""
"NewQuestion","MC",""
"ID","MeanDistMC1-36",""
"Title","MeanDistMC1-36",""
"QuestionText","A student conducts a survey for her class project. She asks 5 other students a series of questions about their study habits. She knows from previous research that all students study an average of 2.35 hours per day with a standard deviation of 2.45. If students in her own sample study an average of 2.35 hours per day, then what is the probability of observing this sample mean or less?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.9"
"Option","100","0.5"
"Option","0","0.16"
"Option","0","0"
"Option","0","0.42"
"Hint","You'll need to correctly distinguish between sample and population when calculating Z for this question. Pick the closest answer.",""
"Feedback","Z = (xbar - mu)/(s/sqrt(n)). The probability can be found directly from the Z table.",""
"NewQuestion","MC",""
"ID","MeanDistMC1-37",""
"Title","MeanDistMC1-37",""
"QuestionText","A student conducts a survey for her class project. She asks 8 other students a series of questions about their study habits. She knows from previous research that all students study an average of 3.79 hours per day with a standard deviation of 2.41. If students in her own sample study an average of 2.93 hours per day, then what is the probability of observing this sample mean or less?",""
"Points","4",""
"Difficulty","1",""
"Option","100","0.16"
"Option","0","0.94"
"Option","0","0.59"
"Option","0","0.84"
"Option","0","0.05"
"Hint","You'll need to correctly distinguish between sample and population when calculating Z for this question. Pick the closest answer.",""
"Feedback","Z = (xbar - mu)/(s/sqrt(n)). The probability can be found directly from the Z table.",""
"NewQuestion","MC",""
"ID","MeanDistMC1-38",""
"Title","MeanDistMC1-38",""
"QuestionText","A student conducts a survey for her class project. She asks 7 other students a series of questions about their study habits. She knows from previous research that all students study an average of 3.12 hours per day with a standard deviation of 2.45. If students in her own sample study an average of 2.59 hours per day, then what is the probability of observing this sample mean or less?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.05"
"Option","0","0.82"
"Option","100","0.28"
"Option","0","0.85"
"Option","0","0.69"
"Hint","You'll need to correctly distinguish between sample and population when calculating Z for this question. Pick the closest answer.",""
"Feedback","Z = (xbar - mu)/(s/sqrt(n)). The probability can be found directly from the Z table.",""
"NewQuestion","MC",""
"ID","MeanDistMC1-39",""
"Title","MeanDistMC1-39",""
"QuestionText","A student conducts a survey for her class project. She asks 6 other students a series of questions about their study habits. She knows from previous research that all students study an average of 3.36 hours per day with a standard deviation of 2.43. If students in her own sample study an average of 3.52 hours per day, then what is the probability of observing this sample mean or less?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.36"
"Option","0","0.11"
"Option","0","0.73"
"Option","100","0.56"
"Option","0","0.25"
"Hint","You'll need to correctly distinguish between sample and population when calculating Z for this question. Pick the closest answer.",""
"Feedback","Z = (xbar - mu)/(s/sqrt(n)). The probability can be found directly from the Z table.",""
"NewQuestion","MC",""
"ID","MeanDistMC1-40",""
"Title","MeanDistMC1-40",""
"QuestionText","A student conducts a survey for her class project. She asks 6 other students a series of questions about their study habits. She knows from previous research that all students study an average of 2.78 hours per day with a standard deviation of 2.69. If students in her own sample study an average of 3.23 hours per day, then what is the probability of observing this sample mean or less?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.15"
"Option","0","0.83"
"Option","0","0.04"
"Option","100","0.66"
"Option","0","0.86"
"Hint","You'll need to correctly distinguish between sample and population when calculating Z for this question. Pick the closest answer.",""
"Feedback","Z = (xbar - mu)/(s/sqrt(n)). The probability can be found directly from the Z table.",""
"NewQuestion","MC",""
"ID","MeanDistMC1-41",""
"Title","MeanDistMC1-41",""
"QuestionText","A student conducts a survey for her class project. She asks 8 other students a series of questions about their study habits. She knows from previous research that all students study an average of 2.07 hours per day with a standard deviation of 2.34. If students in her own sample study an average of 3.89 hours per day, then what is the probability of observing this sample mean or less?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.41"
"Option","0","0.22"
"Option","0","0.85"
"Option","100","0.99"
"Option","0","0.38"
"Hint","You'll need to correctly distinguish between sample and population when calculating Z for this question. Pick the closest answer.",""
"Feedback","Z = (xbar - mu)/(s/sqrt(n)). The probability can be found directly from the Z table.",""
"NewQuestion","MC",""
"ID","MeanDistMC1-42",""
"Title","MeanDistMC1-42",""
"QuestionText","A student conducts a survey for her class project. She asks 6 other students a series of questions about their study habits. She knows from previous research that all students study an average of 2.83 hours per day with a standard deviation of 2.85. If students in her own sample study an average of 2.6 hours per day, then what is the probability of observing this sample mean or less?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.21"
"Option","0","0.7"
"Option","100","0.42"
"Option","0","0.52"
"Option","0","0.48"
"Hint","You'll need to correctly distinguish between sample and population when calculating Z for this question. Pick the closest answer.",""
"Feedback","Z = (xbar - mu)/(s/sqrt(n)). The probability can be found directly from the Z table.",""
"NewQuestion","MC",""
"ID","MeanDistMC1-43",""
"Title","MeanDistMC1-43",""
"QuestionText","A student conducts a survey for her class project. She asks 6 other students a series of questions about their study habits. She knows from previous research that all students study an average of 2.52 hours per day with a standard deviation of 2.43. If students in her own sample study an average of 3.78 hours per day, then what is the probability of observing this sample mean or less?",""
"Points","4",""
"Difficulty","1",""
"Option","0","0.23"
"Option","0","0.29"
"Option","0","0.57"
"Option","0","0.54"
"Option","100","0.9"
